loan_id,gross_book_value,asset,begin_date,principal,end_date,account_id,currency_type,interest_rate_period,interest_type,interest_rate
726388,11500,Logbook Loan,5/6/13 19:59,10000,8/16/13 13:32,706496,KES,year,Flat,97.5
726390,59502.5,Logbook Loan,6/6/15 9:09,50000,3/8/16 0:00,709540,KES,year,Flat,25.34
726392,59500,Logbook Loan,3/5/15 0:00,50000,12/7/15 0:00,711152,KES,year,Flat,25.5
726394,57008.75,Logbook Loan,2/6/15 14:02,50000,11/7/15 0:00,709537,KES,year,Flat,18.69
726396,8800,Emergency Loan,5/21/13 0:00,8000,7/1/13 9:13,705299,KES,year,Flat,130
726398,11800,Logbook Loan,5/16/13 0:00,10000,7/2/13 0:00,705301,KES,year,Flat,155
726400,46000,Logbook Loan,3/6/14 14:21,40000,3/10/15 0:00,705301,KES,year,Flat,20
726402,366642.57,Plot Purchase Financing,5/26/15 12:02,306000,6/15/17 0:00,709919,KES,year,Declining Balance,18
726404,656234.74,Plot Purchase Financing,9/7/16 15:44,520000,10/21/19 0:00,713707,KES,year,Declining Balance,18
726406,354765.87,Plot Purchase Financing,10/14/16 12:02,284000,6/11/19 0:00,714628,KES,year,Declining Balance,18
726408,27375,Logbook Loan,4/21/15 0:00,25000,10/21/15 0:00,708138,KES,year,Flat,19
726410,69000,Logbook Loan,5/10/12 0:00,60000,2/12/13 0:00,704290,KES,year,Flat,20
726412,113525,Logbook Loan,7/8/13 12:08,95000,1/13/15 0:00,704290,KES,year,Flat,13
726414,17850,Logbook Loan,8/31/17 11:25,15000,4/19/18 0:00,704285,KES,year,Flat,19
726416,10500,Emergency Loan,11/2/11 8:33,10000,1/2/12 0:00,704286,KES,year,Flat,30
726418,354765.87,Plot Purchase Financing,11/7/16 10:52,284000,5/28/19 0:00,713769,KES,year,Declining Balance,18
726420,46000,Logbook Loan,12/14/11 9:56,40000,9/15/12 0:00,704293,KES,year,Flat,20
726422,34500,Logbook Loan,7/20/13 0:00,30000,1/20/14 0:00,704293,KES,year,Flat,30
726424,69000,Logbook Loan,6/25/14 0:00,60000,3/25/15 0:00,704293,KES,year,Flat,20
726426,838800,Plot Purchase Financing,1/9/18 12:17,699000,1/10/20 0:00,718522,KES,year,Flat,10
726428,71400,Logbook Loan,10/18/14 10:04,60000,8/24/15 0:00,709064,KES,year,Flat,20
726430,11800,Logbook Loan,11/19/12 9:53,10000,1/4/13 0:00,704981,KES,year,Flat,156
726432,70800,Logbook Loan,12/1/12 10:39,60000,3/5/13 0:00,704981,KES,year,Flat,72
726434,13800,Logbook Loan,9/19/14 14:56,12000,12/20/14 0:00,708490,KES,year,Flat,60
726436,683100,Logbook Loan,6/27/17 14:27,495000,7/10/19 0:00,716378,KES,year,Flat,19
726438,404985.19,Plot Purchase Financing,9/15/17 17:18,399000,9/16/20 0:00,716059,KES,year,Declining Balance,18
726440,443334.34,Plot Purchase Financing,5/26/17 8:38,419000,7/7/20 0:00,716057,KES,year,Declining Balance,18
726442,132899.32,Plot Purchase Financing,3/17/16 16:04,120800,3/17/17 0:00,710760,KES,year,Declining Balance,18
726444,546917.33,Plot Purchase Financing,7/1/15 16:45,495000,7/6/17 0:00,710757,KES,year,Declining Balance,18
726446,35700,Logbook Loan,8/1/15 8:29,30000,2/1/16 0:00,710755,KES,year,Flat,38
726448,119000,Logbook Loan,7/23/16 10:17,100000,7/24/17 0:00,710755,KES,year,Flat,19
726450,710780.94,Plot Purchase Financing,1/26/17 10:47,569000,8/26/19 0:00,710756,KES,year,Declining Balance,18
726452,312475.46,Plot Purchase Financing,12/13/17 11:37,269000,3/20/21 0:00,710754,KES,year,Declining Balance,10
726454,987828.04,Plot Purchase Financing,7/21/17 0:00,759000,8/5/20 0:00,717707,KES,year,Declining Balance,18
726456,864186.87,Plot Purchase Financing,12/2/17 0:00,664000,12/15/20 0:00,717933,KES,year,Declining Balance,18
726458,707330.92,Plot Purchase Financing,11/9/16 0:00,569000,5/15/19 0:00,715113,KES,year,Declining Balance,18
726460,5500,Emergency Loan,6/27/13 0:00,5000,7/25/13 0:00,705237,KES,year,Flat,130
726462,680802.22,Plot Purchase Financing,11/30/16 15:49,529000,12/28/19 0:00,715110,KES,year,Declining Balance,18
726464,5500,Emergency Loan,4/24/13 0:00,5000,5/23/13 0:00,705236,KES,year,Flat,130
726466,594061.55,Plot Purchase Financing,11/26/16 0:00,569000,1/20/20 0:00,715109,KES,year,Declining Balance,18
726468,6050,Emergency Loan,10/22/15 0:00,5500,11/29/15 0:00,708563,KES,year,Flat,10
726470,4840,Emergency Loan,4/13/15 15:23,4400,5/14/15 0:00,708563,KES,year,Flat,10
726472,4840,Emergency Loan,6/23/15 12:35,4400,7/30/15 0:00,708563,KES,year,Flat,10
726474,5500,Emergency Loan,9/12/15 9:15,5000,10/18/15 0:00,708563,KES,year,Flat,10
726476,5500,Emergency Loan,7/22/16 12:11,5000,8/22/16 0:00,708563,KES,year,Flat,10
726478,5500,Emergency Loan,10/17/16 10:43,5000,11/20/16 0:00,708563,KES,year,Flat,120
726480,5500,Emergency Loan,8/22/16 0:00,5000,9/22/16 0:00,708563,KES,year,Flat,120
726482,5500,Emergency Loan,12/23/16 0:00,5000,1/23/17 0:00,708563,KES,year,Flat,120
726484,6050,Emergency Loan,3/9/16 0:00,5500,4/9/16 0:00,708563,KES,year,Flat,120
726486,6050,Emergency Loan,5/10/16 10:52,5500,6/10/16 0:00,708563,KES,year,Flat,120
726488,5500,Emergency Loan,3/13/17 11:36,5000,4/20/17 0:00,708563,KES,year,Flat,120
726490,5500,Emergency Loan,5/17/17 12:07,5000,6/21/17 0:00,708563,KES,year,Flat,120
726492,5500,Emergency Loan,7/31/17 16:02,5000,8/31/17 0:00,708563,KES,year,Flat,120
726494,6820,Emergency Loan,2/3/15 0:00,6200,3/3/15 0:00,712258,KES,year,Flat,120
726496,17600,Emergency Loan,3/26/15 0:00,16000,4/25/15 0:00,712258,KES,year,Flat,10
726498,22000,Emergency Loan,5/25/15 0:00,20000,6/25/15 0:00,712258,KES,year,Flat,120
726500,38500,Emergency Loan,7/22/15 0:00,35000,8/22/15 0:00,712258,KES,year,Flat,120
726502,55000,Emergency Loan,10/19/15 0:00,50000,11/19/15 0:00,712258,KES,year,Flat,120
726504,64900,Emergency Loan,12/22/15 0:00,59000,1/22/16 0:00,712258,KES,year,Flat,120
726506,5500,Emergency Loan,4/11/15 0:00,5000,5/11/15 0:00,712290,KES,year,Flat,120
726508,343781.36,Plot Purchase Financing,1/6/17 10:19,284000,7/10/19 0:00,714794,KES,year,Declining Balance,18
726510,591629.77,Plot Purchase Financing,5/27/16 13:29,519000,12/21/17 0:00,709670,KES,year,Declining Balance,17
726512,23800,Logbook Loan,6/4/15 0:00,20000,12/4/15 0:00,709475,KES,year,Flat,38
726514,357138.71,Plot Purchase Financing,5/22/15 13:48,314000,6/2/18 0:00,710733,KES,year,Declining Balance,18
726516,595000,Logbook Loan,5/25/15 13:34,500000,11/25/15 0:00,710732,KES,year,Flat,38
726518,432093.41,Plot Purchase Financing,11/20/17 9:54,332000,2/25/21 0:00,710734,KES,year,Declining Balance,18
726520,192750,Logbook Loan,11/17/16 16:39,150000,5/18/18 0:00,710737,KES,year,Flat,19
726522,333002,Plot Purchase Financing,1/11/18 9:38,284000,1/15/20 0:00,718577,KES,year,Declining Balance,18
726524,284000,Plot Purchase Financing,12/14/17 9:45,284000,12/14/20 0:00,718310,KES,year,Declining Balance,18
726526,592109.22,Plot Purchase Financing,4/10/17 8:47,474000,10/15/19 0:00,715910,KES,year,Declining Balance,18
726528,349937.15,Plot Purchase Financing,4/7/17 16:55,330000,10/11/19 0:00,715808,KES,year,Declining Balance,18
726530,592109.22,Plot Purchase Financing,4/12/17 8:58,474000,11/20/19 0:00,715862,KES,year,Declining Balance,18
726532,11000,Emergency Loan,4/4/16 12:41,10000,5/4/16 0:00,707555,KES,year,Flat,120
726534,11000,Emergency Loan,10/19/17 14:39,10000,11/21/17 0:00,715740,KES,year,Flat,120
726536,354765.87,Plot Purchase Financing,10/18/16 9:22,284000,6/20/19 0:00,707540,KES,year,Declining Balance,18
726538,71400.09,Logbook Loan,11/14/14 10:59,60000,8/14/15 0:00,707535,KES,year,Flat,25.333535
726540,142800,Logbook Loan,3/11/16 10:27,120000,3/11/17 0:00,707535,KES,year,Flat,19
726542,115000,Logbook Loan,2/6/14 0:00,100000,2/10/15 0:00,707538,KES,year,Flat,15
726544,192750,Logbook Loan,11/14/15 0:00,150000,5/15/17 0:00,707538,KES,year,Flat,19
726546,5500,Emergency Loan,11/21/12 15:20,5000,11/13/13 0:00,704586,KES,year,Flat,130
726548,27500,Logbook Loan,6/16/15 11:53,25000,7/27/15 0:00,705635,KES,year,Flat,120
726550,115000,Logbook Loan,7/1/13 19:59,100000,7/3/14 19:59,705639,KES,year,Flat,15
726552,330064,Logbook Loan,11/1/16 10:11,250000,3/6/19 0:00,705639,KES,year,Flat,19
726554,1046394.89,Plot Purchase Financing,9/29/17 9:48,804000,12/10/20 0:00,717160,KES,year,Declining Balance,18
726556,592109.22,Plot Purchase Financing,7/3/17 15:20,474000,2/5/20 0:00,716347,KES,year,Declining Balance,18
726558,489571.16,Plot Purchase Financing,9/30/15 0:00,445000,10/7/16 0:00,712722,KES,year,Declining Balance,18
726560,434614.43,Plot Purchase Financing,3/10/18 0:00,379000,3/12/21 0:00,718923,KES,year,Declining Balance,18
726562,389457.41,Plot Purchase Financing,1/31/17 9:37,379000,8/18/17 0:00,717490,KES,year,Declining Balance,18
726564,4400,Emergency Loan,9/15/15 0:00,4000,10/18/15 0:00,712558,KES,year,Flat,120
726566,1108758.47,Plot Purchase Financing,7/28/16 0:00,854000,8/16/19 0:00,714977,KES,year,Declining Balance,18
726568,2200,Emergency Loan,9/8/16 0:00,2000,10/8/16 0:00,714976,KES,year,Flat,120
726570,35700,Logbook Loan,11/20/15 15:13,30000,7/18/16 0:00,711980,KES,year,Flat,19
726572,21420,Logbook Loan,6/27/15 11:25,18000,12/28/15 0:00,711983,KES,year,Flat,19
726574,287562.83,Plot Purchase Financing,5/15/15 15:58,240000,8/21/17 0:00,711967,KES,year,Declining Balance,18
726576,473437.56,Plot Purchase Financing,12/21/15 0:00,379000,6/21/18 0:00,714313,KES,year,Declining Balance,18
726578,473437.56,Plot Purchase Financing,12/18/15 0:00,379000,6/18/18 0:00,714310,KES,year,Declining Balance,18
726580,473437.56,Plot Purchase Financing,12/28/15 13:09,379000,6/28/18 0:00,714316,KES,year,Declining Balance,18
726582,348669.95,Plot Purchase Financing,6/11/16 0:00,291000,6/11/18 0:00,714419,KES,year,Declining Balance,18
726584,555300,Plot Purchase Financing,9/19/16 11:02,474000,4/20/19 0:00,713728,KES,year,Declining Balance,18
726586,340282.7,Plot Purchase Financing,9/19/16 9:08,284000,10/10/18 0:00,713731,KES,year,Declining Balance,18
726588,587925.22,Plot Purchase Financing,9/19/16 10:39,474000,5/15/19 0:00,713729,KES,year,Declining Balance,18
726590,347310,Plot Purchase Financing,9/19/16 10:48,284000,5/20/19 0:00,713729,KES,year,Declining Balance,18
726592,460945.81,Plot Purchase Financing,9/30/16 10:07,369000,4/5/19 0:00,713733,KES,year,Declining Balance,18
726594,427536.23,Plot Purchase Financing,1/13/16 14:46,359000,1/29/18 0:00,709794,KES,year,Declining Balance,18
726596,5500,Emergency Loan,12/10/14 12:21,5000,1/10/15 0:00,708494,KES,year,Flat,10
726598,12257,Logbook Loan,3/20/15 11:49,10300,6/4/15 0:00,708494,KES,year,Flat,19
726600,35700,Logbook Loan,9/23/16 10:33,30000,4/7/17 0:00,709347,KES,year,Flat,19
726602,35700,Logbook Loan,11/20/14 14:32,30000,5/22/15 0:00,709348,KES,year,Flat,19
726604,35700,Logbook Loan,9/23/16 12:03,30000,4/6/17 0:00,709348,KES,year,Flat,19
726606,35700,Logbook Loan,11/20/14 14:38,30000,5/21/15 0:00,709346,KES,year,Flat,19
726608,53550,Logbook Loan,9/23/16 10:07,45000,6/23/17 0:00,709346,KES,year,Flat,19
726610,21500,Logbook Loan,11/2/11 9:26,20000,5/4/12 0:00,704270,KES,year,Flat,15
726612,34500,Logbook Loan,5/8/12 10:37,30000,11/17/12 0:00,704272,KES,year,Flat,30
726614,59500,Logbook Loan,11/28/16 11:02,50000,9/28/17 0:00,704272,KES,year,Flat,19
726616,5500,Emergency Loan,5/2/13 0:00,5000,5/30/13 0:00,705194,KES,year,Flat,130
726618,5500,Emergency Loan,5/6/13 0:00,5000,6/3/13 0:00,705193,KES,year,Flat,130
726620,20696.82,School Fee Loan,5/6/13 0:00,18043,10/6/13 0:00,705191,KES,year,Flat,35.3
726622,5500,Emergency Loan,9/29/12 12:31,5000,12/10/12 0:00,704815,KES,year,Flat,130
726624,5500,Emergency Loan,6/19/13 10:23,5000,7/17/13 0:00,704815,KES,year,Flat,130
726626,34500,Logbook Loan,9/16/13 0:00,30000,3/17/14 0:00,704815,KES,year,Flat,30
726628,67500,Logbook Loan,1/2/13 9:17,60000,2/25/15 0:00,704813,KES,year,Flat,15
726630,68522,Logbook Loan,12/6/13 0:00,60000,1/12/15 0:00,704814,KES,year,Flat,20
726632,5500,Emergency Loan,8/30/12 12:58,5000,9/28/12 0:00,704819,KES,year,Flat,130
726634,15000,Logbook Loan,10/25/12 16:44,15000,2/1/13 0:00,704819,KES,year,Flat,0
726636,5500,Emergency Loan,8/29/12 15:58,5000,10/22/12 9:45,704817,KES,year,Flat,130
726638,80500,Logbook Loan,11/17/12 11:45,70000,4/9/16 0:00,704817,KES,year,Flat,15
726640,23000,Logbook Loan,12/4/12 15:50,20000,6/7/13 0:00,705002,KES,year,Flat,30
726642,40250,Logbook Loan,10/10/13 8:55,35000,8/13/14 0:00,705002,KES,year,Flat,20
726644,8800,Emergency Loan,1/14/13 11:54,8000,2/18/13 0:00,704999,KES,year,Flat,130
726646,17695.67,Logbook Loan,5/2/13 0:00,15000,7/5/13 0:00,704999,KES,year,Flat,133.5
726648,17700,Logbook Loan,2/13/13 14:04,15000,4/24/13 0:00,704821,KES,year,Flat,93.6
726650,35400,Logbook Loan,6/8/13 9:58,30000,9/7/13 0:00,704821,KES,year,Flat,110
726652,144000,Logbook Loan,10/31/13 12:41,120000,5/30/17 0:00,704821,KES,year,Flat,15
726654,5500,Emergency Loan,9/27/12 10:33,5000,11/2/12 0:00,704822,KES,year,Flat,130
726656,34500,Logbook Loan,8/21/13 0:00,30000,2/21/14 0:00,704822,KES,year,Flat,30
726658,5500,Emergency Loan,11/28/12 8:46,5000,9/16/13 0:00,704994,KES,year,Flat,130
726660,302748.23,Plot Purchase Financing,8/23/17 15:13,269000,9/10/19 0:00,716706,KES,year,Declining Balance,18
726662,760715.98,Plot Purchase Financing,7/11/17 11:12,616500,7/18/20 0:00,716422,KES,year,Declining Balance,18
726664,10350,Logbook Loan,6/25/14 0:00,9000,10/25/14 0:00,708501,KES,year,Flat,45
726666,17850,Logbook Loan,6/14/16 16:01,15000,9/14/16 0:00,705853,KES,year,Flat,76
726668,469029.66,Plot Purchase Financing,2/27/17 11:12,379000,10/21/19 0:00,719640,KES,year,Declining Balance,18
726670,687608,Plot Purchase Financing,1/22/18 12:36,569000,1/22/21 0:00,718547,KES,year,Declining Balance,18
726672,355636.19,Plot Purchase Financing,12/15/17 9:58,299000,12/18/20 0:00,718508,KES,year,Declining Balance,18
726674,692677,Plot Purchase Financing,12/28/17 12:18,569000,1/2/21 0:00,718543,KES,year,Declining Balance,18
726676,361925,Plot Purchase Financing,7/27/15 0:00,314000,9/5/17 0:00,710830,KES,year,Declining Balance,18
726678,353431,Plot Purchase Financing,7/22/15 14:39,314000,7/22/17 0:00,710826,KES,year,Declining Balance,18
726680,376228.03,Plot Purchase Financing,7/14/15 16:56,314000,7/24/17 0:00,710820,KES,year,Declining Balance,18
726682,678074.31,Plot Purchase Financing,11/21/17 0:00,521000,11/23/20 0:00,717906,KES,year,Declining Balance,18
726684,476000,Logbook Loan,9/13/17 0:00,400000,10/23/18 0:00,717436,KES,year,Flat,19
726686,323878.15,Plot Purchase Financing,9/18/17 0:00,282000,4/18/19 0:00,717441,KES,year,Declining Balance,18
726688,710780.94,Plot Purchase Financing,11/30/16 15:50,569000,5/6/19 0:00,715124,KES,year,Declining Balance,18
726690,707330.92,Plot Purchase Financing,12/14/16 0:00,569000,6/12/19 0:00,715427,KES,year,Declining Balance,18
726692,740545.71,Plot Purchase Financing,12/13/16 0:00,569000,1/28/20 0:00,715128,KES,year,Declining Balance,18
726694,316346,Plot Purchase Financing,7/13/15 0:00,309000,7/13/17 0:00,711493,KES,year,Declining Balance,18
726696,724545.48,Plot Purchase Financing,12/15/16 0:00,569000,12/27/19 0:00,715428,KES,year,Declining Balance,18
726698,740545.71,Plot Purchase Financing,12/20/16 0:00,569000,1/25/20 0:00,715429,KES,year,Declining Balance,18
726700,783069.11,Plot Purchase Financing,11/29/16 13:42,664000,12/28/19 0:00,713918,KES,year,Declining Balance,18
726702,702563.24,Plot Purchase Financing,11/29/16 13:48,664000,12/28/19 0:00,713918,KES,year,Declining Balance,18
726704,115000,Logbook Loan,5/8/14 9:41,100000,5/22/15 0:00,708193,KES,year,Flat,15
726706,34500,Logbook Loan,9/25/13 15:10,30000,3/26/14 0:00,705413,KES,year,Flat,30
726708,17250,Logbook Loan,8/29/13 14:48,15000,12/11/13 0:00,705414,KES,year,Flat,60
726710,728621,Plot Purchase Financing,2/5/18 14:49,664000,2/15/20 0:00,718627,KES,year,Declining Balance,18
726712,681763.54,Plot Purchase Financing,1/15/18 13:25,569000,2/15/20 0:00,718628,KES,year,Declining Balance,18
726714,454109.69,Plot Purchase Financing,1/22/18 14:21,379000,2/10/20 0:00,718751,KES,year,Declining Balance,18
726716,7700,Emergency Loan,10/17/16 8:18,7000,11/17/16 0:00,714492,KES,year,Flat,120
726718,69000,Logbook Loan,2/24/14 14:10,60000,11/24/14 0:00,705416,KES,year,Flat,20
726720,47596,Logbook Loan,5/20/16 14:41,40000,2/23/17 0:00,705416,KES,year,Flat,25.32
726722,57500,Logbook Loan,8/23/14 9:55,50000,5/23/15 0:00,707767,KES,year,Flat,20
726724,79975,Logbook Loan,1/27/16 16:14,70000,10/27/16 0:00,707767,KES,year,Flat,19
726726,261077.69,Plot Purchase Financing,11/9/16 11:57,209000,5/15/19 0:00,713912,KES,year,Declining Balance,18
726728,1132700,Plot Purchase Financing,3/27/15 12:52,990000,3/27/17 0:00,719362,KES,year,Declining Balance,18
726730,427293.11,Plot Purchase Financing,11/22/17 17:02,369000,1/15/21 0:00,718045,KES,year,Declining Balance,18
726732,34500,Logbook Loan,11/1/13 16:15,30000,5/6/14 0:00,706780,KES,year,Flat,30
726734,103500,Logbook Loan,9/19/14 0:00,90000,9/21/15 0:00,706780,KES,year,Flat,15
726736,119000,Logbook Loan,4/9/16 0:00,100000,4/11/17 0:00,706780,KES,year,Flat,19
726738,51750,Logbook Loan,7/23/14 12:07,45000,5/23/15 0:00,707124,KES,year,Flat,18
726740,387628,Plot Purchase Financing,8/12/14 12:36,323500,9/15/16 0:00,707515,KES,year,Declining Balance,18
726742,284000,Plot Purchase Financing,11/27/17 16:12,284000,11/30/20 0:00,718121,KES,year,Declining Balance,18
726744,592109.22,Plot Purchase Financing,10/25/16 11:40,474000,5/6/19 0:00,704604,KES,year,Declining Balance,18
726746,432623.19,Plot Purchase Financing,11/30/17 8:46,332500,2/10/21 0:00,719653,KES,year,Declining Balance,18
726748,432623.19,Plot Purchase Financing,11/30/17 8:49,332500,2/10/21 0:00,719653,KES,year,Declining Balance,18
726750,432623.19,Plot Purchase Financing,12/4/17 12:04,332500,2/10/21 0:00,719653,KES,year,Declining Balance,18
726752,369519.12,Plot Purchase Financing,12/4/17 12:10,284000,2/10/21 0:00,719653,KES,year,Declining Balance,18
726754,432744.19,Plot Purchase Financing,12/20/17 12:42,332500,2/20/21 0:00,719653,KES,year,Declining Balance,18
726756,354765.87,Plot Purchase Financing,11/4/16 13:43,284000,7/15/19 0:00,713908,KES,year,Declining Balance,18
726758,17250,Emergency Loan,5/20/16 0:00,15000,7/20/16 0:00,712597,KES,year,Flat,120
726760,23000,Emergency Loan,10/7/16 0:00,20000,12/8/16 0:00,712597,KES,year,Flat,125
726762,345000,Logbook Loan,7/10/17 0:00,250000,7/10/19 0:00,712597,KES,year,Flat,19
726764,952551.88,Plot Purchase Financing,6/8/16 0:00,795000,7/9/18 0:00,714963,KES,year,Declining Balance,18
726766,748256.25,Plot Purchase Financing,11/30/16 0:00,599000,6/3/19 0:00,715424,KES,year,Declining Balance,18
726768,369622.12,Plot Purchase Financing,5/29/17 0:00,284000,9/7/20 0:00,715422,KES,year,Declining Balance,18
726770,209681.22,Plot Purchase Financing,6/11/15 0:00,175000,7/13/17 0:00,711995,KES,year,Declining Balance,18
726772,376228.03,Plot Purchase Financing,5/22/15 10:18,314000,6/7/17 0:00,711992,KES,year,Declining Balance,18
726774,230000,Logbook Loan,12/17/12 8:13,200000,12/19/14 0:00,704563,KES,year,Flat,7.5
726776,600000,Logbook Loan,9/22/14 8:01,500000,9/22/17 0:00,704563,KES,year,Flat,10
726778,142800,Logbook Loan,7/21/15 12:35,120000,7/21/16 0:00,712000,KES,year,Flat,19
726780,537982.13,Plot Purchase Financing,10/27/15 0:00,449000,12/18/17 0:00,711655,KES,year,Declining Balance,18
726782,5610,Emergency Loan,12/22/15 0:00,5100,1/22/16 0:00,712776,KES,year,Flat,120
726784,430146.06,Plot Purchase Financing,3/30/16 10:07,359000,4/5/18 0:00,715170,KES,year,Declining Balance,18
726786,29750,Biashara Loan,3/12/15 0:00,25000,9/12/15 0:00,706693,KES,year,Flat,38
726788,5500,Emergency Loan,10/22/12 0:00,5000,11/20/12 0:00,704246,KES,year,Flat,130
726790,44850,Logbook Loan,1/24/13 9:23,39000,2/11/14 0:00,704246,KES,year,Flat,15
726792,5500,Emergency Loan,5/29/13 0:00,5000,6/26/13 0:00,704254,KES,year,Flat,130
726794,34500,Logbook Loan,7/27/13 0:00,30000,1/27/14 0:00,704254,KES,year,Flat,30
726796,55000,Emergency Loan,7/7/17 0:00,50000,8/26/17 0:00,715073,KES,year,Flat,120
726798,303450.15,Plot Purchase Financing,11/18/16 15:25,284000,5/18/19 0:00,713964,KES,year,Declining Balance,18
726800,864186.87,Plot Purchase Financing,1/17/17 0:00,664000,1/25/20 0:00,713973,KES,year,Declining Balance,18
726802,300359.68,Plot Purchase Financing,11/17/16 14:29,284000,6/24/19 0:00,714755,KES,year,Declining Balance,18
726804,354765.87,Plot Purchase Financing,11/17/16 14:15,284000,5/20/19 0:00,714757,KES,year,Declining Balance,18
726806,59500,Logbook Loan,12/9/14 13:26,50000,9/9/15 0:00,709019,KES,year,Flat,25.33333
726808,119000,Logbook Loan,9/26/16 14:42,100000,11/5/17 0:00,709019,KES,year,Flat,19
726810,1100,Emergency Loan,3/28/17 0:00,1000,4/28/17 0:00,704939,KES,year,Flat,120
726812,8800,Emergency Loan,3/18/13 0:00,8000,4/17/13 0:00,704941,KES,year,Flat,130
726814,11800,Logbook Loan,5/6/13 0:00,10000,6/19/13 0:00,704941,KES,year,Flat,187.2
726816,5500,Emergency Loan,10/23/13 10:53,5000,11/22/13 0:00,704941,KES,year,Flat,130
726818,5500,Emergency Loan,12/15/12 13:37,5000,2/25/13 0:00,704942,KES,year,Flat,130
726820,47600,Logbook Loan,7/6/16 12:39,40000,11/7/16 0:00,705867,KES,year,Flat,56.99999
726822,317838.01,Plot Purchase Financing,7/25/17 9:58,280000,7/25/20 0:00,716249,KES,year,Declining Balance,18
726824,7700,Logbook Loan,1/27/15 0:00,7000,2/27/15 0:00,706945,KES,year,Flat,120
726826,9660,Logbook Loan,1/20/14 11:56,8400,4/21/14 0:00,706952,KES,year,Flat,60
726828,17695.67,Logbook Loan,4/11/13 0:00,15000,6/1/13 0:00,705162,KES,year,Flat,133.5
726830,11800,Emergency Loan,11/21/13 13:03,10000,2/20/14 0:00,706857,KES,year,Flat,78
726832,304148.02,Plot Purchase Financing,9/6/16 0:00,284000,3/7/19 0:00,714566,KES,year,Declining Balance,18
726834,12672,Emergency Loan,11/11/15 12:57,11520,12/11/15 0:00,706512,KES,year,Flat,120
